gene_family,signed_importance,importance,direction,effect_size,p_value,presence_rate,n_genomes_with_feature,diaz_rate_present,diaz_rate_absent,target,acc,pident,evalue,GeneName,ProteinName,EC,GO
GF_00331,0.0381832836432402,0.0381832836432402,Positive,0.3998384817282455,6.626612160366785e-20,0.43429844097995546,195,0.517948717948718,0.1181102362204724,Q19VC6,Q19VC6,89.0,1.019e-270,psbc,PSBC_CHLAT,,GO:0009523;GO:0009535;GO:0009772;GO:0016168;GO:0045156;GO:0046872
GF_00213,0.0377282038516281,0.0377282038516281,Positive,0.1030971800202569,0.0508352341326337,0.24721603563474387,111,0.3693693693693693,0.2662721893491124,Q3MCT0,Q3MCT0,87.0,1.945e-209,psba1,PSBA1_TRIV2,,GO:0005506;GO:0009523;GO:0009635;GO:0009772;GO:0010242;GO:0016168;GO:0016682;GO:0031676;GO:0045156
GF_02109,0.0376495543764048,0.0376495543764048,Positive,0.5037957211870256,6.820108120822482e-29,0.3585746102449889,161,0.6149068322981367,0.1111111111111111,P72932,P72932,76.6,1.164e-19,hlid,HLID_SYNY3,,GO:0009523;GO:0010117;GO:0015979;GO:0016168;GO:0031409;GO:0031676;GO:1990066
GF_00407,0.0373731561878726,0.0373731561878726,Positive,0.37735924986921,6.18075594977376e-18,0.5590200445434298,251,0.4581673306772908,0.0808080808080808,Q8S8T4,Q8S8T4,72.1,5.87e-141,uxs4,UXS4_ARATH,,GO:0032580;GO:0033320;GO:0042732;GO:0048040;GO:0070403
GF_01785,0.0371281452938736,0.0371281452938736,Positive,0.4511178861788617,2.5506869836950578e-15,0.17817371937639198,80,0.6625,0.2113821138211382,Q8YSD5,Q8YSD5,81.9,0.0,kdpb2,KDPB2_NOSS1,,GO:0000287;GO:0005524;GO:0005886;GO:0008556;GO:0016887
GF_00661,0.0368391642297611,0.0368391642297611,Positive,0.4863816475495307,6.588559555433227e-28,0.3897550111358575,175,0.5885714285714285,0.1021897810218978,,,,,,,,
GF_01678,0.0368015508699598,0.0368015508699598,Positive,0.664578111946533,2.4304509695409013e-43,0.2806236080178174,126,0.7698412698412699,0.1052631578947368,Q3MD07,Q3MD07,78.6,1.951e-11,psbt,PSBT_TRIV2,,GO:0009539;GO:0015979;GO:0031676
GF_01606,0.0363281519877001,0.0363281519877001,Positive,0.6844291413892988,2.319784173059665e-41,0.2383073496659243,107,0.8130841121495327,0.1286549707602339,P9WN84,P9WN84,31.8,1.726e-10,zur,ZUR_MYCTO,,GO:0000976;GO:0003700;GO:0005829;GO:0008270;GO:0045892;GO:1900376
GF_01905,0.0362070762761436,0.0362070762761436,Positive,0.5410102525631408,1.2333956521824724e-17,0.13808463251670378,62,0.7580645161290323,0.2170542635658914,P50125,P50125,70.4,2.83e-189,cysd,CYSD_EMENI,,GO:0004124;GO:0005737;GO:0006534;GO:0019346;GO:0030170;GO:0051009;GO:0071269
GF_00177,0.0358286375671345,0.0358286375671345,Positive,0.5144734098018771,4.664080474364515e-31,0.3897550111358575,175,0.6057142857142858,0.0912408759124087,Q8YTE6,Q8YTE6,82.2,4.565e-309,ilvd,ILVD_NOSS1,,GO:0000287;GO:0004160;GO:0009097;GO:0009099;GO:0051537
GF_00689,0.0355845724999407,0.0355845724999407,Positive,0.7009069186488541,1.4026047600234694e-43,0.24053452115812918,108,0.8240740740740741,0.1231671554252199,P0AB56,P0AB56,27.7,0.0003193,ycii,YCII_ECOL6,,
GF_00856,0.0353529700610351,0.0353529700610351,Positive,0.2363261093911248,6.531573335382842e-08,0.4922048997772829,221,0.4117647058823529,0.175438596491228,Q3MAN8,Q3MAN8,82.7,7.233e-260,chln,CHLN_TRIV2,,GO:0005524;GO:0016636;GO:0016730;GO:0019685;GO:0036068;GO:0046872;GO:0051539
GF_00974,0.0348657577376369,0.0348657577376369,Positive,0.7465440356744705,5.1990674385618685e-48,0.23162583518930957,104,0.8653846153846154,0.1188405797101449,Q9HMH9,Q9HMH9,35.8,2.755e-61,pyrc,PYRC_HALSA,,GO:0004038;GO:0004151;GO:0005737;GO:0006145;GO:0008270;GO:0044205
GF_00176,0.0344132055423969,0.0344132055423969,Positive,0.4936461388074291,2.6372343471455623e-22,0.24053452115812918,108,0.6666666666666666,0.1730205278592375,Q6H001,Q6H001,81.5,9.614e-77,rl13,RL13_MICDP,,GO:0003729;GO:0003735;GO:0006412;GO:0017148;GO:0022625
GF_01699,0.0341721011664114,0.0341721011664114,Positive,0.5763305322128851,8.656028476485474e-27,0.20489977728285078,92,0.75,0.1736694677871148,Q8DMQ4,Q8DMQ4,79.7,6.113e-100,ureg,UREG_THEVB,,GO:0003924;GO:0005525;GO:0005737;GO:0016151;GO:0043419
GF_00676,0.0338077173135059,0.0338077173135059,Positive,0.448754415745286,6.860421163535169e-22,0.31625835189309576,142,0.5985915492957746,0.1498371335504886,Q55433,Q55433,70.9,2.719e-62,y846,Y846_SYNY3,,GO:0003677;GO:0003700;GO:0005829;GO:0006355
GF_00224,0.0335081862200361,0.0335081862200361,Positive,0.4606539705353935,2.987624330171942e-26,0.5389755011135857,242,0.5041322314049587,0.0434782608695652,B2J1W7,B2J1W7,87.9,1.9510000000000002e-214,aroc,AROC_NOSP7,,GO:0004107;GO:0005829;GO:0008652;GO:0009073;GO:0009423;GO:0010181
GF_01765,0.0330417862085766,0.0330417862085766,Positive,0.5220342658859249,9.395893068266614e-31,0.35412026726057905,159,0.6289308176100629,0.1068965517241379,P51267,P51267,69.2,1.207e-147,odpa,ODPA_PORPU,,GO:0004739;GO:0006086;GO:0009507;GO:0046872
GF_01501,0.0327716933749741,0.0327716933749741,Positive,0.2970521541950113,0.1500449393172665,0.9821826280623608,441,0.2970521541950113,0.0,P22879,P22879,81.7,5.856e-298,ch60,CH60_SYNE7,,GO:0005524;GO:0005737;GO:0016853;GO:0042026;GO:0051082;GO:0140662
GF_00266,0.032735471128457,0.032735471128457,Positive,0.6906552094522019,4.4643643291828235e-26,0.12694877505567928,57,0.8947368421052632,0.2040816326530612,B1WRM4,B1WRM4,78.1,3.0760000000000003e-30,acp,ACP_CROS5,,GO:0000035;GO:0000036;GO:0005829;GO:0009245;GO:0016020
GF_02111,0.0327191157495036,0.0327191157495036,Positive,0.1479033404406538,0.0023558481053211,0.2984409799554566,134,0.3955223880597014,0.2476190476190476,B0JYC5,B0JYC5,89.6,3.5350000000000004e-222,rf1,RF1_MICAN,,GO:0005737;GO:0016149
GF_02464,0.0326286665010945,0.0326286665010945,Positive,0.6060289344848452,1.603632617873889e-32,0.23608017817371937,106,0.7547169811320755,0.1486880466472303,Q8YZQ3,Q8YZQ3,96.6,7.667e-59,clps,CLPS_NOSS1,,GO:0006508;GO:0030163
GF_00663,0.0325631670036995,0.0325631670036995,Positive,0.7333601501743094,3.673771874512185e-48,0.24498886414253898,110,0.8454545454545455,0.1120943952802359,B1WQS1,B1WQS1,80.2,1.9719999999999998e-53,rl24,RL24_CROS5,,GO:0003735;GO:0005840;GO:0006412;GO:0019843;GO:1990904
GF_02513,0.0323762246464029,0.0323762246464029,Positive,0.6880827258857434,1.881101818047339e-40,0.22717149220489977,102,0.8235294117647058,0.1354466858789625,Q8VEH6,Q8VEH6,39.5,1.447e-61,zng1,ZNG1_MOUSE,,GO:0001822;GO:0003924;GO:0005525;GO:0005634;GO:0006882;GO:0051604;GO:0140827
GF_00335,0.0321793581660233,0.0321793581660233,Positive,0.2793253968253968,1.4893594157144238e-10,0.5011135857461024,225,0.4311111111111111,0.1517857142857142,Q111Z9,Q111Z9,97.9,0.0,thic,THIC_TRIEI,,GO:0005829;GO:0008270;GO:0009228;GO:0009229;GO:0016830;GO:0051539
GF_02387,0.0321539283930264,0.0321539283930264,Positive,0.4161275017253278,3.7683581720753884e-20,0.6414253897550112,288,0.4409722222222222,0.0248447204968944,Q31LZ8,Q31LZ8,82.8,5.625e-89,laba,LABA_SYNE7,,GO:0004540;GO:0007623
GF_00593,0.032077876100138,0.032077876100138,Positive,0.3893015138601404,7.517600675283491e-19,0.5746102449888641,258,0.4573643410852713,0.0680628272251308,Q8YM56,Q8YM56,79.4,0.0,clpb2,CLPB2_NOSS1,,GO:0005524;GO:0005737;GO:0016887;GO:0034605;GO:0042026
GF_00872,0.0319627093837627,0.0319627093837627,Positive,0.5068686868686869,4.0372825317944113e-22,0.22048997772828507,99,0.6868686868686869,0.18,P73754,P73754,75.9,5.941999999999999e-229,y863,Y863_SYNY3,,GO:0005829;GO:0006508;GO:0008237
GF_01206,0.0319465768850918,0.0319465768850918,Positive,0.5499910490511994,5.328627685407489e-17,0.12694877505567928,57,0.7719298245614035,0.221938775510204,Q47456,Q47456,44.6,5.1760000000000003e-48,pcor,PCOR_ECOLX,,GO:0000156;GO:0000976;GO:0005829;GO:0006355;GO:0032993
GF_00401,0.0318828136503678,0.0318828136503678,Positive,0.0374040554473594,0.7363521650121618,0.0957683741648107,43,0.3255813953488372,0.2881773399014778,,,,,,,,
GF_01657,0.0318157530343167,0.0318157530343167,Positive,0.5284446322907861,2.826582186079761e-32,0.37639198218262804,169,0.621301775147929,0.0928571428571428,P73410,P73410,79.7,1.4450000000000002e-162,cysk,CYSK_SYNY3,,GO:0004124;GO:0005737;GO:0006535;GO:0080146
GF_02360,0.0317916650658386,0.0317916650658386,Positive,0.251459823998684,8.796654870908098e-05,0.1403118040089087,63,0.5079365079365079,0.2564766839378238,B8HVD7,B8HVD7,80.8,2.9809999999999996e-39,psbe,PSBE_CYAP4,,GO:0005506;GO:0009055;GO:0009539;GO:0009767;GO:0020037;GO:0031676
GF_00457,0.0315033706593867,0.0315033706593867,Positive,0.6744363674673409,1.1313905869875063e-41,0.2516703786191537,113,0.7964601769911505,0.1220238095238095,Q55498,Q55498,76.9,1.75e-79,pure,PURE_SYNY3,,GO:0006189;GO:0034023
GF_00034,0.0313541634541958,0.0313541634541958,Positive,0.5693303248329005,5.651378601479993e-37,0.36971046770601335,166,0.6506024096385542,0.0812720848056537,Q3MF32,Q3MF32,88.2,5.433e-251,metk,METK_TRIV2,,GO:0000287;GO:0004478;GO:0005524;GO:0005737;GO:0006556;GO:0006730
GF_01670,0.0313316440134648,0.0313316440134648,Positive,0.3956043956043956,1.0743207566744506e-18,0.37639198218262804,169,0.5384615384615384,0.1428571428571428,P59126,P59126,78.3,4.556e-85,rs5,RS5_THEVB,,GO:0003735;GO:0006412;GO:0015935;GO:0019843
GF_00451,0.0311482493304558,0.0311482493304558,Positive,0.0954383109543831,0.0484760993327914,0.32516703786191536,146,0.3561643835616438,0.2607260726072607,Q8YX05,Q8YX05,88.1,5.789e-254,sahh,SAHH_NOSS1,,GO:0004013;GO:0005829;GO:0006730;GO:0033353;GO:0071269
GF_00631,0.0311005032213627,0.0311005032213627,Positive,0.3243467720211906,2.619527554535072e-12,0.6703786191536748,301,0.3986710963455149,0.0743243243243243,P74061,P74061,84.8,8.587000000000001e-123,rpe,RPE_SYNY3,,GO:0004750;GO:0005829;GO:0005975;GO:0009052;GO:0019323;GO:0046872
GF_00604,0.0309014746372985,0.0309014746372985,Positive,0.734104794449622,5.954779145032879e-50,0.2583518930957684,116,0.8362068965517241,0.1021021021021021,B2J9R9,B2J9R9,87.3,4.022e-204,dcup,DCUP_NOSP7,,GO:0004853;GO:0005737;GO:0006782
GF_00715,0.0308870342135688,0.0308870342135688,Positive,0.6787623066104078,3.979524964157603e-24,0.12026726057906459,54,0.8888888888888888,0.210126582278481,Q9WX39,Q9WX39,74.7,1.936e-44,rbpf,RBPF_NOSS1,,GO:0003723
GF_00240,0.0307399698823637,0.0307399698823637,Positive,0.7647933392804044,3.1813050904890284e-47,0.21158129175946547,95,0.8947368421052632,0.1299435028248587,Q8YVS8,Q8YVS8,74.3,8.845000000000001e-272,ch602,CH602_NOSS1,,GO:0005524;GO:0005737;GO:0016853;GO:0042026;GO:0051082;GO:0140662
GF_01662,0.0304615309479849,0.0304615309479849,Positive,0.134744469870328,0.0339020420678069,0.15367483296213807,69,0.4057971014492754,0.2710526315789474,O66148,O66148,74.0,7.677e-124,por,POR_LEPBY,,GO:0015979;GO:0015995;GO:0016630
GF_02020,0.0304214105067611,0.0304214105067611,Positive,0.1153730896014384,0.0393547759496232,0.20935412026726058,94,0.3829787234042553,0.2676056338028169,,,,,,,,
GF_02525,0.030391892426097,0.030391892426097,Positive,0.613962089690245,1.8095758323365773e-39,0.311804008908686,140,0.7142857142857143,0.1003236245954692,Q8DG49,Q8DG49,79.2,8.023e-213,trpb,TRPB_THEVB,,GO:0004834;GO:0005737
GF_01700,0.0303705177388175,0.0303705177388175,Positive,0.0833714721586575,0.2085328880465379,0.15367483296213807,69,0.3623188405797101,0.2789473684210526,,,,,,,,
GF_02517,0.0302552682784642,0.0302552682784642,Positive,0.5403044871794872,2.9194916408302214e-18,0.1447661469933185,65,0.7538461538461538,0.2135416666666666,,,,,,,,
GF_00148,0.0300860996759835,0.0300860996759835,Positive,0.0383265653983055,0.4977374829280505,0.2717149220489978,122,0.319672131147541,0.2813455657492354,Q8DJZ9,Q8DJZ9,78.3,7.486e-98,clpp2,CLPP2_THEVB,,GO:0004176;GO:0004252;GO:0005737;GO:0006515;GO:0009368;GO:0051117
GF_00622,0.0297623076916021,0.0297623076916021,Positive,0.444437584887023,7.843924616043617e-24,0.5946547884187082,267,0.4719101123595505,0.0274725274725274,,,,,,,,
GF_01656,0.0297391399324929,0.0297391399324929,Positive,0.2355163727959697,0.0008055052301428,0.11581291759465479,52,0.5,0.2644836272040302,Q3M7N0,Q3M7N0,74.3,3.6609999999999997e-75,moac,MOAC_TRIV2,,GO:0006777;GO:0061799
GF_01787,0.0295910985810267,0.0295910985810267,Positive,0.4341844596081884,2.132344917290887e-21,0.6570155902004454,295,0.4406779661016949,0.0064935064935064,P51266,P51266,80.9,4.6060000000000005e-172,odpb,ODPB_PORPU,,GO:0004739;GO:0009507;GO:0046872
GF_01555,0.0294463126124053,0.0294463126124053,Positive,0.1458007303077725,0.0194140237167751,0.8418708240534521,378,0.3148148148148148,0.1690140845070422,Q8YT41,Q8YT41,88.0,1.072e-55,kaib,KAIB_NOSS1,,GO:0007623
GF_00490,0.0294136043009144,0.0294136043009144,Positive,0.6459469283896764,1.2250030368550814e-22,0.12472160356347439,56,0.8571428571428571,0.2111959287531806,,,,,,,,
GF_01012,0.0293949729288066,0.0293949729288066,Positive,0.3910185299313858,8.68572904599631e-19,0.5924276169265034,266,0.4511278195488721,0.0601092896174863,Q8YN97,Q8YN97,84.8,1.6780000000000002e-191,kprs,KPRS_NOSS1,,GO:0000287;GO:0002189;GO:0004749;GO:0005524;GO:0005737;GO:0006015;GO:0006164;GO:0009156;GO:0016301
GF_01742,0.0289071162825517,0.0289071162825517,Positive,0.3359705704495061,8.389858150333359e-12,0.26948775055679286,121,0.5371900826446281,0.2012195121951219,Q31LZ8,Q31LZ8,36.5,7.133e-24,laba,LABA_SYNE7,,GO:0004540;GO:0007623
GF_00671,0.0288456614409449,0.0288456614409449,Positive,0.8020237452779277,5.558411433716546e-57,0.24276169265033407,109,0.8990825688073395,0.0970588235294117,P50362,P50362,69.2,2.982e-147,g3pa,G3PA_CHLRE,,GO:0006006;GO:0009507;GO:0019253;GO:0019900;GO:0042802;GO:0047100;GO:0050661;GO:0051287;GO:0099080
GF_02152,0.0287071217247636,0.0287071217247636,Positive,0.6619263941009942,2.3200218633826195e-32,0.18485523385300667,83,0.8313253012048193,0.1693989071038251,B2JFP2,B2JFP2,22.3,3.1340000000000003e-28,glmm,GLMM_PARP8,,GO:0000287;GO:0004615;GO:0005829;GO:0005975;GO:0006048;GO:0008966;GO:0009252
GF_01731,0.0286923453162816,0.0286923453162816,Positive,0.6618362435352553,2.637491740933884e-41,0.26280623608017817,118,0.7796610169491526,0.1178247734138972,,,,,,,,
GF_00620,0.0286598109914939,0.0286598109914939,Positive,0.3367830295541139,1.2630981323673331e-11,0.7394209354120267,332,0.3795180722891566,0.0427350427350427,Q10VT8,Q10VT8,91.9,0.0,psab,PSAB_TRIEI,,GO:0000287;GO:0009055;GO:0009522;GO:0015979;GO:0016168;GO:0016491;GO:0031676;GO:0051539
GF_00992,0.0286095998377561,0.0286095998377561,Positive,0.3118201595358955,1.1746319711685109e-12,0.5612472160356348,252,0.4285714285714285,0.116751269035533,Q8DIN9,Q8DIN9,78.8,2.695e-16,psbf,PSBF_THEVB,,GO:0005506;GO:0009055;GO:0009539;GO:0009767;GO:0020037;GO:0031676
GF_00494,0.0285060612657196,0.0285060612657196,Positive,0.6667364893171344,5.367298124722555e-31,0.1714922048997773,77,0.8441558441558441,0.1774193548387097,B1LIZ4,B1LIZ4,34.3,3.939e-30,rutb,RUTB_ECOSM,,GO:0006212;GO:0016811;GO:0019740
GF_00829,0.0284364556822257,0.0284364556822257,Positive,0.0932044887780548,0.2402062261916863,0.10690423162583519,48,0.375,0.2817955112219451,Q6FDK3,Q6FDK3,34.9,4.697e-29,nrtr,NRTR_ACIAD,,GO:0003677;GO:0003824
GF_01822,0.0281693180360236,0.0281693180360236,Positive,0.6122596153846154,4.387333033074799e-23,0.1447661469933185,65,0.8153846153846154,0.203125,Q05069,Q05069,80.8,1.138e-135,fabi,FABI_NOSS1,,GO:0004318;GO:0030497;GO:0042802
GF_01909,0.0281603365591622,0.0281603365591622,Positive,0.3640837294157185,2.947552255624617e-14,0.29175946547884185,131,0.549618320610687,0.1855345911949685,B0JPK6,B0JPK6,84.7,3.7340000000000003e-34,gvpa,GVPA_MICAN,,GO:0005198;GO:0012506;GO:0033172
GF_00865,0.0278581455644399,0.0278581455644399,Positive,0.5876814882032668,6.017890795440231e-37,0.32293986636971045,145,0.6896551724137931,0.1019736842105263,Q55595,Q55595,81.6,8.434e-65,lgul,LGUL_SYNY3,,GO:0004462;GO:0005737;GO:0019243;GO:0046872
GF_01730,0.0276044702211779,0.0276044702211779,Positive,0.6594984802431612,1.8652959118500218e-41,0.267260579064588,120,0.775,0.1155015197568389,Q8YQY6,Q8YQY6,82.4,2.0199999999999998e-24,rl32,RL32_NOSS1,,GO:0003735;GO:0006412;GO:0015934
GF_01566,0.0274937473210698,0.0274937473210698,Positive,0.5111901230259139,2.2065344621410493e-29,0.34966592427616927,157,0.6242038216560509,0.1130136986301369,P55353,P55353,42.5,7.244e-65,fcl,FCL_SINFN,,GO:0016853;GO:0042351;GO:0050577;GO:0070401
GF_01965,0.027448878340932,0.027448878340932,Positive,0.7728864174647307,1.6082478355950685e-55,0.26057906458797325,117,0.8632478632478633,0.0903614457831325,P51343,P51343,41.1,3.86e-39,ycf29,YCF29_PORPU,,GO:0000160;GO:0003677;GO:0006355;GO:0009507
GF_00677,0.0274393188182399,0.0274393188182399,Positive,0.4202518139137857,9.914345017194498e-21,0.3674832962138085,165,0.5575757575757576,0.1373239436619718,,,,,,,,
GF_00175,0.0270204387099439,0.0270204387099439,Positive,0.6202520643198609,6.962554993628473e-22,0.13140311804008908,59,0.8305084745762712,0.2102564102564102,P0C0Z1,P0C0Z1,47.1,8.078e-08,vrar,VRAR_STAA1,,GO:0000160;GO:0003677;GO:0005737;GO:0006355;GO:0046677
GF_00809,0.0269869196054797,0.0269869196054797,Positive,0.3139285714285714,1.1009411659225706e-05,0.1091314031180401,49,0.5714285714285714,0.2575,P51336,P51336,74.8,4.9479999999999995e-29,ycxi,YCXI_PORPU,,GO:0009507;GO:0046872;GO:0051538;GO:0051539
GF_01498,0.0269004015888013,0.0269004015888013,Positive,0.3768785388905445,5.617456616816925e-17,0.6302895322939867,283,0.431095406360424,0.0542168674698795,Q55087,Q55087,85.3,3.528e-233,chlp,CHLP_SYNY3,,GO:0004497;GO:0015979;GO:0015995;GO:0045550;GO:0071949;GO:0102067
GF_01736,0.0268825622176609,0.0268825622176609,Positive,0.6289380226830106,2.8885576261920047e-17,0.0957683741648107,43,0.8604651162790697,0.2315270935960591,P45073,P45073,34.9,2.428e-32,lptb,LPTB_HAEIN,,GO:0005524;GO:0005737;GO:0005886;GO:0016887;GO:0043190;GO:0055085
GF_02153,0.0266977440484834,0.0266977440484834,Positive,0.4074782895007614,2.9787969739159276e-20,0.5946547884187082,267,0.4569288389513108,0.0494505494505494,P20116,P20116,91.4,5.787e-35,pyc1,PYC1_MASLA,,GO:0015979;GO:0030089;GO:0031676
GF_01962,0.0264166301355048,0.0264166301355048,Positive,0.4124948368442792,1.192032744072776e-20,0.40089086859688194,180,0.5388888888888889,0.1263940520446096,Q5HM95,Q5HM95,62.8,3.1130000000000002e-207,pyrg,PYRG_STAEQ,,GO:0003883;GO:0004359;GO:0005524;GO:0005829;GO:0019856;GO:0042802;GO:0044210;GO:0046872
GF_00334,0.0263543828087417,0.0263543828087417,Positive,0.0090464547677261,1.0,0.08908685968819599,40,0.3,0.2909535452322738,Q67WR2,Q67WR2,43.5,1.0159999999999999e-67,fcl1,FCL1_ORYSJ,,GO:0016853;GO:0042351;GO:0050577
GF_00788,0.0263124531017139,0.0263124531017139,Positive,0.3502673796791444,2.6625410001977103e-09,0.8329621380846325,374,0.3502673796791444,0.0,Q93W20,Q93W20,74.8,2.357e-28,nifu2,NIFU2_ARATH,,GO:0005198;GO:0005506;GO:0009507;GO:0009570;GO:0009658;GO:0016226;GO:0051537
GF_00398,0.0261014117455952,0.0261014117455952,Positive,0.0462046204620462,0.6355569225701386,0.10022271714922049,45,0.3333333333333333,0.2871287128712871,Q2RSB3,Q2RSB3,56.5,3.1529999999999997e-22,pntab,PNTAB_RHORT,,GO:0005886;GO:0006740;GO:0008750;GO:0050661
GF_01668,0.0258576410753856,0.0258576410753856,Positive,0.5652857634281783,9.621415628417712e-32,0.2806236080178174,126,0.6984126984126984,0.1331269349845201,Q31QE7,Q31QE7,76.0,1.0249999999999999e-41,clps,CLPS_SYNE7,,GO:0006508;GO:0030163
GF_02440,0.0255892618674845,0.0255892618674845,Positive,0.3699103003426728,4.932765653044515e-14,0.26948775055679286,121,0.5619834710743802,0.1920731707317073,P74008,P74008,84.6,1.6199999999999998e-241,sahh,SAHH_SYNY3,,GO:0004013;GO:0005829;GO:0006730;GO:0033353;GO:0071269
GF_00239,0.0255278932568264,0.0255278932568264,Positive,0.6775414467722161,1.4719637165685044e-41,0.24721603563474387,111,0.8018018018018018,0.1242603550295858,,,,,,,,
GF_02396,0.0254079733242645,0.0254079733242645,Positive,0.4168521555763824,3.529159364659136e-15,0.21603563474387527,97,0.6185567010309279,0.2017045454545454,Q9ZMV4,Q9ZMV4,60.5,7.148e-300,ppsa,PPSA_HELPJ,,GO:0005524;GO:0006094;GO:0008986;GO:0046872
GF_01495,0.0252605148885303,0.0252605148885303,Positive,0.3504113844345563,4.730590667086382e-15,0.6169265033407573,277,0.4259927797833935,0.0755813953488372,Q3M3B9,Q3M3B9,83.7,1.1279999999999999e-240,gsa,GSA_TRIV2,,GO:0005737;GO:0006782;GO:0008483;GO:0015995;GO:0030170;GO:0042286
GF_01236,0.0252325416454117,0.0252325416454117,Positive,0.113262390383289,0.1306144823107416,0.11358574610244988,51,0.392156862745098,0.278894472361809,P0C7J3,P0C7J3,69.6,2.0420000000000003e-42,xanb,XANB_XANCP,,GO:0004475;GO:0004476;GO:0005525;GO:0009103;GO:0009298
GF_00123,0.0252060025541053,0.0252060025541053,Positive,0.5876814882032668,6.017890795440231e-37,0.32293986636971045,145,0.6896551724137931,0.1019736842105263,Q06862,Q06862,90.6,1.706e-274,accc,ACCC_NOSS1,,GO:0003989;GO:0004075;GO:0005524;GO:0006633;GO:0046872;GO:2001295
GF_00143,0.025119318127509,0.025119318127509,Positive,0.1747135217723453,0.0005073922222606,0.2650334075723831,119,0.4201680672268907,0.2454545454545454,P74388,P74388,81.1,3.5920000000000005e-163,bqmt,BQMT_SYNY3,,GO:0008168;GO:0010189;GO:0032259;GO:0051741;GO:0051742;GO:0102550
GF_01821,0.0250140266104701,0.0250140266104701,Positive,0.4920823907608049,6.2799971377886376e-30,0.49443207126948774,222,0.5405405405405406,0.0484581497797356,P74285,P74285,84.6,4.996e-206,cugp,CUGP_SYNY3,,GO:0000287;GO:0002134;GO:0003983;GO:0005737;GO:0006011;GO:0009058;GO:0016779
GF_00682,0.0249861005699276,0.0249861005699276,Positive,0.668310520665593,2.3129415264489364e-32,0.18040089086859687,81,0.8395061728395061,0.171195652173913,Q55682,Q55682,73.8,1.9949999999999998e-130,y021,Y021_SYNY3,,GO:0006508;GO:0008236
GF_00112,0.0248698215916942,0.0248698215916942,Positive,0.5514955092357228,6.0294906806311e-35,0.3741648106904232,168,0.6369047619047619,0.0854092526690391,O58549,O58549,23.1,8.621e-18,y819,Y819_PYRHO,,GO:0008168;GO:0031419;GO:0032259;GO:0046872;GO:0051539
GF_01825,0.0247873679617684,0.0247873679617684,Positive,0.5046864450534175,2.188320835718309e-31,0.5144766146993318,231,0.5367965367965368,0.0321100917431192,Q3M4F6,Q3M4F6,86.5,0.0,dxs,DXS_TRIV2,,GO:0000287;GO:0005829;GO:0008661;GO:0009228;GO:0016114;GO:0019288;GO:0030976;GO:0052865
GF_01499,0.0247018413342239,0.0247018413342239,Positive,0.3141762452107279,1.67352718665234e-07,0.1603563474387528,72,0.5555555555555556,0.2413793103448276,P74002,P74002,79.2,6.357e-255,y1322,Y1322_SYNY3,,GO:0005829;GO:0006508;GO:0008237
GF_00824,0.024641389786441,0.024641389786441,Positive,0.0328759291023441,0.7386918075892528,0.11804008908685969,53,0.320754716981132,0.2878787878787879,P82853,P82853,48.5,3.45e-08,fer2,FER2_THEAC,,GO:0016491;GO:0046872;GO:0051539
GF_00704,0.0246174151083572,0.0246174151083572,Positive,0.6880827258857434,1.881101818047339e-40,0.22717149220489977,102,0.8235294117647058,0.1354466858789625,Q55911,Q55911,82.6,1.149e-72,yc52l,YC52L_SYNY3,,GO:0005737;GO:0008080
GF_00274,0.0244958509289142,0.0244958509289142,Positive,0.753073593073593,3.442347495375457e-47,0.22048997772828507,99,0.8787878787878788,0.1257142857142857,Q7A2D6,Q7A2D6,86.1,8.786999999999999e-94,apcf,APCF_NOSS1,,GO:0015979;GO:0030089;GO:0031676
GF_01568,0.0244945811845472,0.0244945811845472,Positive,0.5724456773000463,1.7032991583039792e-34,0.311804008908686,140,0.6857142857142857,0.1132686084142394,Q8YYX9,Q8YYX9,94.5,0.0,glgb,GLGB_NOSS1,,GO:0003844;GO:0004553;GO:0005829;GO:0005978;GO:0043169
GF_01602,0.0244938364409255,0.0244938364409255,Positive,0.6195382457654548,8.990552124278832e-18,0.10244988864142539,46,0.8478260869565217,0.228287841191067,B8HWS1,B8HWS1,82.1,1.877e-59,rbfa,RBFA_CYAP4,,GO:0005829;GO:0030490;GO:0043024
GF_01502,0.0244555417932343,0.0244555417932343,Positive,0.3731921266581087,1.3569405208803783e-16,0.6347438752783965,285,0.4280701754385965,0.0548780487804878,P23966,P23966,71.3,4.0660000000000005e-123,menb,MENB_BACSU,,GO:0005829;GO:0008935;GO:0009234;GO:0071890
GF_00996,0.0243738061950941,0.0243738061950941,Positive,0.600189753320683,2.57275484245194e-41,0.37861915367483295,170,0.6647058823529411,0.064516129032258,Q3M8T9,Q3M8T9,82.4,2.1119999999999998e-196,leu3,LEU3_TRIV2,,GO:0000287;GO:0003862;GO:0005829;GO:0009098;GO:0051287
GF_02135,0.0242834940136473,0.0242834940136473,Positive,0.0346418939166916,0.5965324099711393,0.20935412026726058,94,0.3191489361702128,0.2845070422535211,P73268,P73268,84.9,7.114e-122,ghab,GHAB_SYNY3,,GO:0003924;GO:0005525;GO:0008270;GO:0016151;GO:0051604
