assembly_accession,nifH_present,nifH_best_evalue,nifH_best_ref,nifD_present,nifD_best_evalue,nifD_best_ref,nifK_present,nifK_best_evalue,nifK_best_ref,best_hit_ids,download_ok,nifHDK_core_call,organism_name,assembly_level,number_of_contigs,contig_n50,number_of_scaffolds,scaffold_n50,total_ungapped_length,gc_percent,coverage,annotation_name,annotation_date,checkm_completeness,checkm_contamination,genome_notes,derived_from_metagenome,annotation_fails_MAG_check,checkm_version,checkm_source
GCF_034932285.1,1,2.10E-51,nifH-local_aln_i2.1_12182023,1,2.00E-99,nifD-local_aln_i2.1_12182023,1,2.70E-247,nifK-local_aln_i2.1_12182023,H=WP_323288378.1;D=WP_323288862.1;K=WP_323288860.1,1,1,"{'infraspecific_names': {'strain': 'UHCC 0137'}, 'organism_name': 'Cronbergia sp. UHCC 0137', 'tax_id': 3110239}",Scaffold,273,33124,116,99295,5780393,39,48,GCF_034932285.1-RS_2025_02_20,,98.35,0.48,,0,0,v1.2.3,structured
GCF_052692655.1,1,1.30E-160,nifH-local_aln_i2.1_12182023,1,6.40E-239,nifD-local_aln_i2.1_12182023,1,1.10E-244,nifK-local_aln_i2.1_12182023,H=WP_445630325.1;D=WP_445630326.1;K=WP_445630346.1,1,1,"{'infraspecific_names': {'strain': 'DSM 114167'}, 'organism_name': 'Nostoc sp. DSM 114167', 'tax_id': 3439050}",Complete Genome,1,8475087,1,8475087,8475087,41.5,1,GCF_052692655.1-RS_2025_09_18,,98.34,3.99,,0,0,v1.2.4,structured
GCF_036917155.1,1,5.50E-162,nifH-local_aln_i2.1_12182023,1,9.20E-115,nifD-local_aln_i2.1_12182023,1,3.70E-245,nifK-local_aln_i2.1_12182023,H=WP_334733371.1;D=WP_335169381.1;K=WP_334729510.1,1,1,"{'infraspecific_names': {'isolate': 'P3034 bin 5'}, 'organism_name': 'Nostoc sp.', 'tax_id': 1180}",Contig,253,49384,253,49384,7764240,42,180,GCF_036917155.1-RS_2025_08_26,,98.34,3.03,,0,0,v1.2.4,structured
GCF_036918375.1,1,3.40E-161,nifH-local_aln_i2.1_12182023,1,4.70E-101,nifD-local_aln_i2.1_12182023,1,4.20E-244,nifK-local_aln_i2.1_12182023,H=WP_334888293.1;D=WP_335018513.1;K=WP_094327420.1,1,1,"{'infraspecific_names': {'isolate': 'P330 bin 5'}, 'organism_name': 'Nostoc sp.', 'tax_id': 1180}",Contig,78,163936,78,163936,7089387,41.5,287,GCF_036918375.1-RS_2025_08_26,,98.34,1.18,,0,0,v1.2.4,structured
GCF_014698495.1,1,8.20E-162,nifH-local_aln_i2.1_12182023,1,1.40E-238,nifD-local_aln_i2.1_12182023,1,3.10E-246,nifK-local_aln_i2.1_12182023,H=WP_190952735.1;D=WP_242062384.1;K=WP_190951166.1,1,1,"{'infraspecific_names': {'strain': 'FACHB-252'}, 'organism_name': 'Nostoc punctiforme FACHB-252', 'tax_id': 1357509}",Contig,77,299721,77,299721,8954766,40.5,50,GCF_014698495.1-RS_2024_11_06,,98.33,4.99,,0,0,v1.2.3,structured
GCF_006968915.1,1,5.30E-161,nifH-local_aln_i2.1_12182023,1,1.00E-236,nifD-local_aln_i2.1_12182023,1,2.50E-249,nifK-local_aln_i2.1_12182023,H=WP_169266012.1;D=WP_171976101.1;K=WP_171976097.1,1,1,"{'infraspecific_names': {'strain': 'UFV-E1'}, 'organism_name': 'Brasilonema octagenarum UFV-E1', 'tax_id': 417106}",Chromosome,8,4994154,3,7816330,8258380,42.5,30,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,98.33,4.87,,0,0,v1.2.2,structured
GCF_036917995.1,1,3.40E-161,nifH-local_aln_i2.1_12182023,1,7.60E-238,nifD-local_aln_i2.1_12182023,1,2.10E-204,nifK-local_aln_i2.1_12182023,H=WP_334888293.1;D=WP_334989852.1;K=WP_334986729.1,1,1,"{'infraspecific_names': {'isolate': 'P8202 bin 9'}, 'organism_name': 'Nostoc sp.', 'tax_id': 1180}",Contig,342,35760,342,35760,7472460,42,15,GCF_036917995.1-RS_2025_08_26,,98.33,3.9,,0,0,v1.2.4,structured
GCF_012912105.1,1,9.00E-161,nifH-local_aln_i2.1_12182023,1,3.20E-237,nifD-local_aln_i2.1_12182023,1,6.90E-248,nifK-local_aln_i2.1_12182023,H=WP_169216539.1;D=WP_169216538.1;K=WP_169216531.1,1,1,"{'infraspecific_names': {'strain': 'UFV-L1'}, 'organism_name': 'Brasilonema sp. UFV-L1', 'tax_id': 2234130}",Scaffold,354,45514,337,48225,8310715,42,17,GCF_012912105.1-RS_2024_06_07,,98.33,3.17,,0,0,v1.2.2,structured
GCF_028330005.1,1,4.40E-81,nifH-local_aln_i2.1_12182023,1,1.30E-257,nifD-local_aln_i2.1_12182023,1,2.40E-242,nifK-local_aln_i2.1_12182023,H=WP_272057896.1;D=WP_271943602.1;K=WP_063871769.1,1,1,"{'infraspecific_names': {'strain': 'CS-591/04'}, 'organism_name': 'Nodularia spumigena CS-591/04', 'tax_id': 3021778}",Contig,390,19757,390,19757,5192037,41,30,GCF_028330005.1-RS_2025_03_01,,98.33,1.16,,0,0,v1.2.3,structured
GCF_009712125.1,1,6.00E-51,nifH-local_aln_i2.1_12182023,1,1.20E-235,nifD-local_aln_i2.1_12182023,1,1.30E-248,nifK-local_aln_i2.1_12182023,H=WP_039203628.1;D=WP_168636839.1;K=WP_039201005.1,1,1,"{'infraspecific_names': {'strain': 'UHCC 0037'}, 'organism_name': 'Dolichospermum flos-aquae UHCC 0037', 'tax_id': 2590026}",Scaffold,65,199981,9,1095036,5563105,38.5,60,GCF_009712125.1-RS_2025_01_17,,98.33,0.46,,0,0,v1.2.3,structured
GCF_024584745.1,1,3.60E-51,nifH-local_aln_i2.1_12182023,1,3.20E-235,nifD-local_aln_i2.1_12182023,1,6.60E-249,nifK-local_aln_i2.1_12182023,H=WP_027400713.1;D=WP_035083244.1;K=WP_027404275.1,1,1,"{'infraspecific_names': {'strain': 'NIES-1697'}, 'organism_name': 'Dolichospermum heterosporum TAC447', 'tax_id': 747523}",Complete Genome,1,5833376,1,5833376,5833376,38.5,125,GCF_024584745.1-RS_2025_08_22,,98.33,0.31,,0,0,v1.2.4,structured
GCF_002154695.1,1,5.10E-162,nifH-local_aln_i2.1_12182023,1,2.20E-239,nifD-local_aln_i2.1_12182023,1,2.20E-245,nifK-local_aln_i2.1_12182023,H=WP_086686996.1;D=WP_086686995.1;K=WP_086686976.1,1,1,"{'infraspecific_names': {'strain': 'T09'}, 'organism_name': 'Nostoc sp. T09', 'tax_id': 1932621}",Scaffold,314,52667,270,53539,8251853,41.5,121,GCF_002154695.1-RS_2024_09_01,,98.32,4.26,,0,0,v1.2.3,structured
GCF_034530995.1,1,9.70E-161,nifH-local_aln_i2.1_12182023,1,5.40E-102,nifD-local_aln_i2.1_12182023,1,8.30E-244,nifK-local_aln_i2.1_12182023,H=WP_322639553.1;D=WP_322705958.1;K=WP_322705957.1,1,1,"{'infraspecific_names': {'isolate': 'DedQUE04'}, 'organism_name': 'Nostoc sp. DedQUE04', 'tax_id': 3075390}",Scaffold,182,82569,138,106227,9054946,41.5,176.22,GCF_034530995.1-RS_2025_02_19,,98.32,3.93,,0,0,v1.2.3,structured
GCF_014696335.1,1,3.30E-51,nifH-local_aln_i2.1_12182023,1,1.20E-98,nifD-local_aln_i2.1_12182023,1,1.10E-246,nifK-local_aln_i2.1_12182023,H=WP_236097119.1;D=WP_137908512.1;K=WP_137908511.1,1,1,"{'infraspecific_names': {'strain': 'FACHB-1250'}, 'organism_name': 'Anabaena sp. FACHB-1250', 'tax_id': 2692770}",Contig,107,72652,107,72652,4436573,37.5,50,GCF_014696335.1-RS_2024_08_17,,98.32,0.5,,0,0,v1.2.3,structured
GCF_014698815.1,1,7.60E-51,nifH-local_aln_i2.1_12182023,1,1.70E-08,nifD-local_aln_i2.1_12182023,1,7.90E-06,nifK-local_aln_i2.1_12182023,H=WP_006616040.1;D=WP_006618246.1;K=WP_006618246.1,1,1,"{'infraspecific_names': {'strain': 'FACHB-835'}, 'organism_name': 'Arthrospira platensis FACHB-835', 'tax_id': 2692892}",Contig,372,34814,372,34814,5825036,44.5,50,GCF_014698815.1-RS_2025_07_31,,98.31,4.9,,0,0,v1.2.4,structured
GCF_026929755.1,1,8.60E-162,nifH-local_aln_i2.1_12182023,1,3.70E-256,nifD-local_aln_i2.1_12182023,1,4.20E-248,nifK-local_aln_i2.1_12182023,H=WP_061544850.1;D=WP_061544851.1;K=WP_061544852.1,1,1,"{'infraspecific_names': {'isolate': 'PAMP2012'}, 'organism_name': 'Cylindrospermopsis raciborskii PAMP2012', 'tax_id': 2969974}",Scaffold,267,20909,134,50268,3234024,40,315.2,GCF_026929755.1-RS_2024_03_27,,98.31,0.31,,0,0,v1.2.2,structured
GCF_047462075.1,1,1.60E-159,nifH-local_aln_i2.1_12182023,1,9.50E-252,nifD-local_aln_i2.1_12182023,1,6.00E-235,nifK-local_aln_i2.1_12182023,H=WP_414355674.1;D=WP_414355675.1;K=WP_414355676.1,1,1,"{'infraspecific_names': {'strain': 'R55.2'}, 'organism_name': 'Synechococcus sp. R55.2', 'tax_id': 2964496}",Scaffold,476,18103,464,18760,3285131,58.5,17,GCF_047462075.1-RS_2025_02_06,,98.3,5.1,,0,0,v1.2.3,structured
GCF_036916675.1,1,5.50E-162,nifH-local_aln_i2.1_12182023,1,1.30E-100,nifD-local_aln_i2.1_12182023,1,3.70E-245,nifK-local_aln_i2.1_12182023,H=WP_334733371.1;D=WP_334729516.1;K=WP_334729510.1,1,1,"{'infraspecific_names': {'isolate': 'S66 bin 1'}, 'organism_name': 'Nostoc sp.', 'tax_id': 1180}",Contig,251,51507,251,51507,7834930,42,74,GCF_036916675.1-RS_2025_08_26,,98.3,3.08,,0,0,v1.2.4,structured
GCF_000317225.1,1,1.60E-162,nifH-local_aln_i2.1_12182023,1,3.20E-255,nifD-local_aln_i2.1_12182023,1,7.30E-254,nifK-local_aln_i2.1_12182023,H=WP_172451471.1;D=WP_009459215.1;K=WP_009459214.1,1,1,"{'infraspecific_names': {'strain': 'PCC 7521'}, 'organism_name': 'Fischerella thermalis PCC 7521', 'tax_id': 98439}",Contig,141,98340,141,98340,5438272,41,32,GCF_000317225.1-RS_2025_04_10,,98.3,0.53,,0,0,v1.2.3,structured
GCF_036916695.1,1,6.50E-162,nifH-local_aln_i2.1_12182023,1,7.60E-238,nifD-local_aln_i2.1_12182023,1,1.90E-203,nifK-local_aln_i2.1_12182023,H=WP_193947864.1;D=WP_334728042.1;K=WP_334728031.1,1,1,"{'infraspecific_names': {'isolate': 'S40 bin 5'}, 'organism_name': 'Nostoc sp.', 'tax_id': 1180}",Contig,140,82298,140,82298,7538133,42,146,GCF_036916695.1-RS_2025_08_26,,98.29,3.15,,0,0,v1.2.4,structured
GCF_034531305.2,1,9.70E-161,nifH-local_aln_i2.1_12182023,1,2.30E-257,nifD-local_aln_i2.1_12182023,1,7.10E-245,nifK-local_aln_i2.1_12182023,H=WP_118163822.1;D=WP_322720653.1;K=WP_322720652.1,1,1,"{'infraspecific_names': {'isolate': 'ChiQUE02'}, 'organism_name': 'Nostoc sp. ChiQUE02', 'tax_id': 3075377}",Scaffold,121,150607,117,153584,8198936,42,417,GCF_034531305.2-RS_2025_05_18,,98.29,2.41,,0,0,v1.2.3,structured
GCF_037441205.1,1,1.60E-162,nifH-local_aln_i2.1_12182023,1,3.00E-255,nifD-local_aln_i2.1_12182023,1,2.40E-254,nifK-local_aln_i2.1_12182023,H=WP_172451471.1;D=WP_102183053.1;K=WP_337884397.1,1,1,"{'infraspecific_names': {'isolate': 'ESF170215_bin_379'}, 'organism_name': 'Fischerella thermalis ESF170215', 'tax_id': 2983698}",Contig,159,61584,159,61584,6030557,41,1,GCF_037441205.1-RS_2025_03_22,,98.29,1.35,,0,0,v1.2.3,structured
GCF_000175415.3,1,7.60E-51,nifH-local_aln_i2.1_12182023,1,1.70E-08,nifD-local_aln_i2.1_12182023,1,7.90E-06,nifK-local_aln_i2.1_12182023,H=WP_006616040.1;D=WP_006618246.1;K=WP_006618246.1,1,1,"{'infraspecific_names': {'isolate': 'UASWS', 'strain': 'Paraca'}, 'organism_name': 'Limnospira platensis str. Paraca', 'tax_id': 634502}",Contig,268,72660,268,72660,6501886,44.5,36,GCF_000175415.3-RS_2025_07_31,,98.28,2.66,,0,0,v1.2.4,structured
GCF_040221695.1,1,3.50E-146,nifH-local_aln_i2.1_12182023,1,4.80E-209,nifD-local_aln_i2.1_12182023,1,3.20E-187,nifK-local_aln_i2.1_12182023,H=WP_446379829.1;D=WP_006098789.1;K=WP_446379835.1,1,1,"{'infraspecific_names': {'isolate': 'E2-BRE-01'}, 'organism_name': 'Coleofasciculus sp. E2-BRE-01', 'tax_id': 3069524}",Contig,263,46910,263,46910,8063025,45.5,504,GCF_040221695.1-RS_2025_09_26,,98.28,0.27,,0,0,v1.2.4,structured
GCF_036916835.1,1,2.10E-161,nifH-local_aln_i2.1_12182023,1,5.20E-238,nifD-local_aln_i2.1_12182023,1,5.00E-245,nifK-local_aln_i2.1_12182023,H=WP_334776183.1;D=WP_334778760.1;K=WP_334779235.1,1,1,"{'infraspecific_names': {'isolate': 'S51 bin 2'}, 'organism_name': 'Nostoc sp.', 'tax_id': 1180}",Contig,145,134300,145,134300,7457333,42,102,GCF_036916835.1-RS_2025_08_26,,98.26,3.32,,0,0,v1.2.4,structured
GCF_036917435.1,1,2.20E-161,nifH-local_aln_i2.1_12182023,1,1.60E-237,nifD-local_aln_i2.1_12182023,1,6.90E-245,nifK-local_aln_i2.1_12182023,H=WP_292824782.1;D=WP_335025817.1;K=WP_335025777.1,1,1,"{'infraspecific_names': {'isolate': 'P2039 bin 23'}, 'organism_name': 'Nostoc sp.', 'tax_id': 1180}",Contig,59,196804,59,196804,6623834,41,435,GCF_036917435.1-RS_2025_08_26,,98.26,2.46,,0,0,v1.2.4,structured
GCF_009712075.2,1,2.30E-51,nifH-local_aln_i2.1_12182023,1,2.20E-98,nifD-local_aln_i2.1_12182023,1,5.40E-248,nifK-local_aln_i2.1_12182023,H=WP_265915569.1;D=WP_168358360.1;K=WP_168358361.1,1,1,"{'infraspecific_names': {'strain': 'UHCC 0167'}, 'organism_name': 'Dolichospermum planctonicum UHCC 0167', 'tax_id': 2590027}",Scaffold,572,16565,33,253071,4900416,37.5,210,GCF_009712075.2-RS_2025_01_02,,98.26,0.77,,0,0,v1.2.3,structured
GCF_036919575.1,1,3.50E-162,nifH-local_aln_i2.1_12182023,1,2.20E-256,nifD-local_aln_i2.1_12182023,1,8.30E-245,nifK-local_aln_i2.1_12182023,H=WP_292793127.1;D=WP_334952641.1;K=WP_334952640.1,1,1,"{'infraspecific_names': {'isolate': 'P10160 bin 1'}, 'organism_name': 'Nostoc sp.', 'tax_id': 1180}",Contig,132,105545,132,105545,7898503,42.5,169,GCF_036919575.1-RS_2025_08_26,,98.24,3.82,,0,0,v1.2.4,structured
GCF_034530975.2,1,1.70E-162,nifH-local_aln_i2.1_12182023,1,1.10E-101,nifD-local_aln_i2.1_12182023,1,9.40E-244,nifK-local_aln_i2.1_12182023,H=WP_322674540.1;D=WP_322683918.1;K=WP_322674575.1,1,1,"{'infraspecific_names': {'isolate': 'DedQUE07'}, 'organism_name': 'Nostoc sp. DedQUE07', 'tax_id': 3075392}",Scaffold,126,119844,116,123574,8130723,41.5,544.25,GCF_034530975.2-RS_2024_12_27,,98.24,3.32,,0,0,v1.2.3,structured
GCF_022984345.1,1,6.70E-50,nifH-local_aln_i2.1_12182023,1,1.40E-10,nifD-local_aln_i2.1_12182023,1,9.90E-06,nifK-local_aln_i2.1_12182023,H=WP_011242451.1;D=WP_011244566.1;K=WP_011244566.1,1,1,"{'infraspecific_names': {'strain': 'PCC 7943'}, 'organism_name': 'Synechococcus elongatus PCC 7943', 'tax_id': 115747}",Chromosome,4,2654120,3,2689559,2743767,55.5,50,GCF_022984345.1-RS_2024_12_23,,98.24,0.72,,0,0,v1.2.3,structured
GCF_001456025.1,1,3.30E-162,nifH-local_aln_i2.1_12182023,1,2.90E-236,nifD-local_aln_i2.1_12182023,1,5.50E-248,nifK-local_aln_i2.1_12182023,H=WP_027846702.1;D=WP_058184423.1;K=WP_027846727.1,1,1,"{'infraspecific_names': {'strain': 'BC008'}, 'organism_name': 'Mastigocoleus testarum BC008', 'tax_id': 371196}",Contig,172,109642,172,109642,12700239,37.5,500,GCF_001456025.1-RS_2024_12_09,,98.23,41.67,,0,0,v1.2.3,structured
GCF_034931985.1,1,7.50E-162,nifH-local_aln_i2.1_12182023,1,1.10E-237,nifD-local_aln_i2.1_12182023,1,2.20E-246,nifK-local_aln_i2.1_12182023,H=WP_323322794.1;D=WP_323322792.1;K=WP_323318854.1,1,1,"{'infraspecific_names': {'strain': 'UHCC 0503'}, 'organism_name': 'Halotia wernerae UHCC 0503', 'tax_id': 3110297}",Scaffold,219,67905,203,68149,7478551,43,24,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,98.23,10.05,,0,0,v1.2.2,structured
GCF_014698605.1,1,1.60E-51,nifH-local_aln_i2.1_12182023,1,4.60E-12,nifD-local_aln_i2.1_12182023,1,5.80E-06,nifK-local_aln_i2.1_12182023,H=WP_190597952.1;D=WP_190597550.1;K=WP_190597550.1,1,1,"{'infraspecific_names': {'strain': 'FACHB-383'}, 'organism_name': 'Synechocystis sp. FACHB-383', 'tax_id': 2692864}",Contig,68,100447,68,100447,4071751,48,50,GCF_014698605.1-RS_2024_05_26,,98.22,5.16,,0,0,v1.2.2,structured
GCF_017164015.1,1,3.60E-160,nifH-local_aln_i2.1_12182023,1,8.90E-104,nifD-local_aln_i2.1_12182023,1,8.50E-247,nifK-local_aln_i2.1_12182023,H=WP_206267712.1;D=WP_206265819.1;K=WP_206268701.1,1,1,"{'infraspecific_names': {'strain': 'UHCC 0702'}, 'organism_name': 'Nostoc sp. UHCC 0702', 'tax_id': 2814655}",Complete Genome,1,8587404,1,8587404,8587404,41.5,136,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,98.22,4.17,,0,0,v1.2.2,structured
GCF_009372195.1,1,9.70E-161,nifH-local_aln_i2.1_12182023,1,2.60E-102,nifD-local_aln_i2.1_12182023,1,2.00E-244,nifK-local_aln_i2.1_12182023,H=WP_118163822.1;D=WP_152588230.1;K=WP_118163743.1,1,1,"{'infraspecific_names': {'isolate': 'CCNUC1'}, 'organism_name': 'Nostoc sphaeroides CCNUC1', 'tax_id': 2653204}",Complete Genome,9,6481972,9,6481972,9516388,41.5,191,GCF_009372195.1-RS_2025_03_28,,98.22,3.46,,0,0,v1.2.3,structured
GCF_022984265.1,1,6.70E-50,nifH-local_aln_i2.1_12182023,1,1.40E-10,nifD-local_aln_i2.1_12182023,1,9.90E-06,nifK-local_aln_i2.1_12182023,H=WP_011242451.1;D=WP_011244566.1;K=WP_011244566.1,1,1,"{'infraspecific_names': {'strain': 'PCC 6311'}, 'organism_name': 'Synechococcus elongatus PCC 6311', 'tax_id': 2883261}",Chromosome,4,2654352,3,2689791,2743999,55.5,50,GCF_022984265.1-RS_2024_12_23,,98.22,0.72,,0,0,v1.2.3,structured
GCF_027359475.1,1,1.20E-52,nifH-local_aln_i2.1_12182023,1,9.50E-09,nifD-local_aln_i2.1_12182023,1,1.50E-09,nifK-local_aln_i2.1_12182023,H=WP_269615077.1;D=WP_269615079.1;K=WP_269615079.1,1,1,"{'infraspecific_names': {'strain': 'MIT 0915'}, 'organism_name': 'Prochlorococcus marinus str. MIT 0915', 'tax_id': 1570012}",Complete Genome,1,1988105,1,1988105,1988105,35.5,200,GCF_027359475.1-RS_2025_03_18,,98.22,0.26,,0,0,v1.2.3,structured
GCF_016056305.1,1,5.40E-162,nifH-local_aln_i2.1_12182023,1,2.10E-248,nifD-local_aln_i2.1_12182023,1,3.10E-247,nifK-local_aln_i2.1_12182023,H=WP_198124594.1;D=WP_198128125.1;K=WP_198124605.1,1,1,"{'infraspecific_names': {'strain': 'CENA67'}, 'organism_name': 'Amazonocrinis nigriterrae CENA67', 'tax_id': 2794033}",Scaffold,203,68393,114,119168,8256472,41.5,17,GCF_016056305.1-RS_2024_11_18,,98.21,4.31,,0,0,v1.2.3,structured
GCF_000426905.1,1,7.10E-162,nifH-local_aln_i2.1_12182023,1,2.10E-237,nifD-local_aln_i2.1_12182023,1,1.80E-246,nifK-local_aln_i2.1_12182023,H=WP_028089570.1;D=WP_051347504.1;K=WP_028089553.1,1,1,"{'infraspecific_names': {'strain': 'AWQC131C'}, 'organism_name': 'Dolichospermum circinale AWQC131C', 'tax_id': 398007}",Scaffold,472,21015,121,80443,4445648,37.5,100,GCF_000426905.1-RS_2025_04_10,,98.2,2.78,,0,0,v1.2.3,structured
GCF_009712035.1,1,2.10E-162,nifH-local_aln_i2.1_12182023,1,1.80E-98,nifD-local_aln_i2.1_12182023,1,2.50E-248,nifK-local_aln_i2.1_12182023,H=WP_168503533.1;D=WP_168503517.1;K=WP_168503518.1,1,1,"{'infraspecific_names': {'strain': 'UHCC 0187'}, 'organism_name': 'Anabaena sp. UHCC 0187', 'tax_id': 2590018}",Scaffold,80,165065,58,275925,5097467,38,251,GCF_009712035.1-RS_2024_08_23,,98.2,1.45,,0,0,v1.2.3,structured
GCF_036917555.1,1,8.20E-162,nifH-local_aln_i2.1_12182023,1,7.80E-101,nifD-local_aln_i2.1_12182023,1,2.80E-245,nifK-local_aln_i2.1_12182023,H=WP_334932683.1;D=WP_334923473.1;K=WP_334923470.1,1,1,"{'infraspecific_names': {'isolate': 'P12649 bin 6'}, 'organism_name': 'Nostoc sp.', 'tax_id': 1180}",Contig,96,137417,96,137417,7690285,41.5,449,GCF_036917555.1-RS_2025_08_26,,98.18,3.38,,0,0,v1.2.4,structured
GCF_002870345.1,1,1.60E-162,nifH-local_aln_i2.1_12182023,1,3.20E-255,nifD-local_aln_i2.1_12182023,1,7.30E-254,nifK-local_aln_i2.1_12182023,H=WP_172451471.1;D=WP_009459215.1;K=WP_009459214.1,1,1,"{'infraspecific_names': {'strain': 'WC341'}, 'organism_name': 'Fischerella thermalis WC341', 'tax_id': 1521413}",Scaffold,412,30066,197,50299,5398744,41,30,GCF_002870345.1-RS_2025_02_07,,98.18,0.27,,0,0,v1.2.3,structured
GCF_000231365.1,1,1.60E-162,nifH-local_aln_i2.1_12182023,1,3.20E-255,nifD-local_aln_i2.1_12182023,1,7.30E-254,nifK-local_aln_i2.1_12182023,H=WP_172451471.1;D=WP_009459215.1;K=WP_009459214.1,1,1,"{'infraspecific_names': {'strain': 'JSC-11'}, 'organism_name': 'Fischerella thermalis JSC-11', 'tax_id': 741277}",Contig,34,392142,34,392142,5380000,41,30,GCF_000231365.1-RS_2025_04_10,,98.18,0.27,,0,0,v1.2.3,structured
GCF_014697625.1,1,6.60E-161,nifH-local_aln_i2.1_12182023,1,9.30E-240,nifD-local_aln_i2.1_12182023,1,1.20E-257,nifK-local_aln_i2.1_12182023,H=WP_190475283.1;D=WP_190467416.1;K=WP_190467382.1,1,1,"{'infraspecific_names': {'strain': 'FACHB-119'}, 'organism_name': 'Anabaena azotica FACHB-119', 'tax_id': 947527}",Contig,122,127363,122,127363,8048170,41.5,50,GCF_014697625.1-RS_2024_10_11,,98.17,6.46,,0,0,v1.2.3,structured
GCF_036919735.1,1,3.40E-161,nifH-local_aln_i2.1_12182023,1,6.40E-101,nifD-local_aln_i2.1_12182023,1,4.20E-244,nifK-local_aln_i2.1_12182023,H=WP_334888293.1;D=WP_334920653.1;K=WP_094327420.1,1,1,"{'infraspecific_names': {'isolate': 'P1229 bin 25'}, 'organism_name': 'Nostoc sp.', 'tax_id': 1180}",Contig,45,302138,45,302138,6685507,41.5,341,GCF_036919735.1-RS_2025_08_26,,98.17,1.53,,0,0,v1.2.4,structured
GCF_014696195.1,1,3.10E-51,nifH-local_aln_i2.1_12182023,1,1.20E-237,nifD-local_aln_i2.1_12182023,1,1.90E-249,nifK-local_aln_i2.1_12182023,H=WP_096572308.1;D=WP_190346628.1;K=WP_096568533.1,1,1,"{'infraspecific_names': {'strain': 'FACHB-1094'}, 'organism_name': 'Sphaerospermopsis sp. FACHB-1094', 'tax_id': 2692861}",Contig,221,42170,221,42170,5714572,37.5,50,GCF_014696195.1-RS_2024_05_25,,98.16,0.41,,0,0,v1.2.2,structured
GCF_002608345.1,1,8.30E-162,nifH-local_aln_i2.1_12182023,1,1.40E-239,nifD-local_aln_i2.1_12182023,1,3.20E-247,nifK-local_aln_i2.1_12182023,H=WP_099068216.1;D=WP_244918148.1;K=WP_099068247.1,1,1,"{'infraspecific_names': {'strain': 'z14'}, 'organism_name': 'Nostoc linckia z14', 'tax_id': 1628749}",Scaffold,347,42821,345,42821,8997043,41,40.06,GCF_002608345.1-RS_2025_08_23,,98.15,5.78,,0,0,v1.2.4,structured
GCF_028330805.1,1,7.10E-162,nifH-local_aln_i2.1_12182023,1,2.10E-237,nifD-local_aln_i2.1_12182023,1,1.80E-246,nifK-local_aln_i2.1_12182023,H=WP_028089570.1;D=WP_051347504.1;K=WP_028089553.1,1,1,"{'infraspecific_names': {'strain': 'CS-537/03'}, 'organism_name': 'Dolichospermum circinale CS-537/03', 'tax_id': 3021740}",Contig,141,54088,141,54088,4373049,37.5,30,GCF_028330805.1-RS_2025_03_01,,98.15,1.95,,0,0,v1.2.3,structured
GCF_000317245.1,1,1.30E-162,nifH-local_aln_i2.1_12182023,1,1.00E-254,nifD-local_aln_i2.1_12182023,1,6.40E-253,nifK-local_aln_i2.1_12182023,H=WP_196797878.1;D=WP_016862620.1;K=WP_016862621.1,1,1,"{'infraspecific_names': {'strain': 'SAG 1427-1 = PCC 73103'}, 'organism_name': 'Fischerella muscicola SAG 1427-1 = PCC 73103', 'tax_id': 372781}",Contig,524,48519,524,48519,7360256,40.5,22,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),,98.15,1.3,,0,0,v1.2.0,structured
GCF_028330165.1,1,3.80E-51,nifH-local_aln_i2.1_12182023,1,1.20E-99,nifD-local_aln_i2.1_12182023,1,2.40E-242,nifK-local_aln_i2.1_12182023,H=WP_006198686.1;D=WP_271921829.1;K=WP_063871769.1,1,1,"{'infraspecific_names': {'strain': 'CS-567/02-A1'}, 'organism_name': 'Microcystis aeruginosa CS-567/02-A1', 'tax_id': 3021760}",Contig,261,30019,261,30019,5150256,41,30,GCF_028330165.1-RS_2025_03_22,,98.15,0.88,,0,0,v1.2.3,structured
GCF_051658205.1,1,6.70E-50,nifH-local_aln_i2.1_12182023,1,1.40E-10,nifD-local_aln_i2.1_12182023,1,9.90E-06,nifK-local_aln_i2.1_12182023,H=WP_011242451.1;D=WP_011244566.1;K=WP_011244566.1,1,1,"{'infraspecific_names': {'isolate': 'WFFMC_MAG_322'}, 'organism_name': 'Synechococcus elongatus', 'tax_id': 32046}",Contig,104,270381,104,270381,2867219,55,13.5219,GCF_051658205.1-RS_2025_08_01,,98.15,0.75,,0,0,v1.2.4,structured
GCF_002608015.1,1,8.30E-162,nifH-local_aln_i2.1_12182023,1,1.40E-239,nifD-local_aln_i2.1_12182023,1,3.20E-247,nifK-local_aln_i2.1_12182023,H=WP_099068216.1;D=WP_244918148.1;K=WP_099068247.1,1,1,"{'infraspecific_names': {'strain': 'z3'}, 'organism_name': 'Nostoc linckia z3', 'tax_id': 1628742}",Scaffold,141,100750,134,112980,8984433,41,114.92,GCF_002608015.1-RS_2025_08_23,,98.13,5.78,,0,0,v1.2.4,structured
